,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
9193,Six teenagers summoned by UK court over death of Egyptian student Mariam Moustafa,2018-08-27,six teenagers summoned by uk court over death of egyptian student mariam moustafa,teenager summon death egyptian student,"['teenager', 'summon', 'death', 'egyptian', 'student']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9194,Police kill five terrorists in shootout in Upper Egypt: Interior ministry,2018-08-27,police kill five terrorists in shootout in upper egypt interior ministry,police kill terrorist,"['police', 'kill', 'terrorist']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9195,Egypt interior minister visits police injured in attack on North Sinai checkpoint,2018-08-27,egypt interior minister visits police injured in attack on north sinai checkpoint,visit police injure attack checkpoint,"['visit', 'police', 'injure', 'attack', 'checkpoint']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9196,Egypt's Sisi to receive Vietnamese counterpart Quang in Cairo ,2018-08-27,egypt is sisi to receive vietnamese counterpart quang in cairo ,sisi receive vietnamese counterpart,"['sisi', 'receive', 'vietnamese', 'counterpart']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9197,Egypt to open Rafah border crossing for five days for Palestinians returning from hajj,2018-08-26,egypt to open rafah border crossing for five days for palestinians returning from hajj,open rafah border crossing day return,"['open', 'rafah_border_crossing', 'day', 'return']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9198,Egypt's local development minister calls for lifting restrictions on tuk tuk licensing ,2018-08-26,egypt is local development minister calls for lifting restrictions on tuk tuk licensing ,local development minister call lift restriction licensing,"['local', 'development', 'minister', 'call', 'lift', 'restriction', 'licensing']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9199,Egypt to see 'unique' weather on Monday; slight rainfall expected,2018-08-26,egypt to see unique weather on monday slight rainfall expected,see unique weather slight rainfall expect,"['see', 'unique', 'weather', 'slight', 'rainfall', 'expect']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9200,Egypt parliament to impose new code of ethics to discipline 'rogue MPs',2018-08-26,egypt parliament to impose new code of ethics to discipline rogue mps ,impose new code ethic,"['impose', 'new', 'code', 'ethic']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9201,Egyptian father confesses to killing his kids by throwing them in the Nile: Ministry,2018-08-26,egyptian father confesses to killing his kids by throwing them in the nile ministry,egyptian confess kill kid throw,"['egyptian', 'confess', 'kill', 'kid', 'throw']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9202,"Egypt's FM, intelligence chief travelling to Ethiopia to discuss Renaissance Dam",2018-08-26,egypt is fm intelligence chief travelling to ethiopia to discuss renaissance dam,travel discuss dam,"['travel', 'discuss', 'dam']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9203,Ethiopian PM says GERD 'may never see light of day' if delays continue,2018-08-26,ethiopian pm says gerd amay never see light of day if delays continue,say never see light day delay continue,"['say', 'never', 'see', 'light', 'day', 'delay', 'continue']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9204,"Three more Egyptian pilgrims die in Saudi Arabia, death toll climbs to 48",2018-08-26,three more egyptian pilgrims die in saudi arabia death toll climbs to 48,more egyptian pilgrim die death toll climb,"['more', 'egyptian', 'pilgrim', 'die', 'death', 'toll', 'climb']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9205,Egypt parliament rights committee working to abolish prison terms for debt defaulters,2018-08-25,egypt parliament rights committee working to abolish prison terms for debt defaulters,work abolish prison term debt defaulter,"['work', 'abolish', 'prison', 'term', 'debt', 'defaulter']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9206,Egypt police foil attack on North Sinai checkpoint; kill four terrorists: MENA ,2018-08-25,egypt police foil attack on north sinai checkpoint kill four terrorists mena ,foil attack checkpoint kill terrorist mena,"['foil', 'attack', 'checkpoint', 'kill', 'terrorist', 'mena']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9207,Death toll among Egyptian pilgrims on hajj in Saudi Arabia rises to 45: Ministry,2018-08-25,death toll among egyptian pilgrims on hajj in saudi arabia rises to 45 ministry,death toll egyptian pilgrim rise ministry,"['death', 'toll', 'egyptian', 'pilgrim', 'rise', 'ministry']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9208,Egypt's prosecution detains former diplomat Maasoum Marzouk 15-days on abetting terrorism charges,2018-08-24,egypt is prosecution detains former diplomat maasoum marzouk 15 days on abetting terrorism charges,prosecution detain former diplomat day abet terrorism charge,"['prosecution', 'detain', 'former', 'diplomat', 'day', 'abet', 'terrorism', 'charge']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9209,British couple in Red Sea hotel died of natural causes: Egypt's Ministry of Tourism,2018-08-24,british couple in red sea hotel died of natural causes egypt is ministry of tourism,british couple hotel die natural cause,"['british', 'couple', 'hotel', 'die', 'natural', 'cause']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9210,US Senate passes bill honoring late Egyptian President Sadat ,2018-08-24,us senate passes bill honoring late egyptian president sadat ,pass honor late egyptian,"['pass', 'honor', 'late', 'egyptian']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9211,Cairo to host Egyptian-Sudanese committee meetings on Saturday,2018-08-23,cairo to host egyptian sudanese committee meetings on saturday,host egyptian sudanese committee meeting,"['host', 'egyptian', 'sudanese', 'committee', 'meeting']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9212,"Egyptian, Jordanian FMs discuss resumption of Israeli-Palestinian peace talks",2018-08-23,egyptian jordanian fms discuss resumption of israeli palestinian peace talks,egyptian jordanian discuss resumption israeli palestinian peace talk,"['egyptian', 'jordanian', 'discuss', 'resumption', 'israeli', 'palestinian', 'peace', 'talk']",pos,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_pos
9213,Exchange student from Egypt drowns in northern Minnesota,2018-08-23,exchange student from egypt drowns in northern minnesota,exchange student,"['exchange', 'student']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9214,Death toll among Egyptian pilgrims on hajj reaches 39: Health ministry ,2018-08-23,death toll among egyptian pilgrims on hajj reaches 39 health ministry ,death toll egyptian pilgrim hajj reach health ministry,"['death', 'toll', 'egyptian', 'pilgrim', 'hajj', 'reach', 'health', 'ministry']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9215,Egypt's defence minister concludes two-day visit to Russia: Army statement,2018-08-22,egypt is defence minister concludes two day visit to russia army statement,conclude day visit statement,"['conclude', 'day', 'visit', 'statement']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9216,"Egypt to see more job opportunities, increase in foreign reserves by 2022: Minister ",2018-08-22,egypt to see more job opportunities increase in foreign reserves by 2022 minister ,see more job opportunity increase foreign reserve,"['see', 'more', 'job', 'opportunity', 'increase', 'foreign', 'reserve']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
9217,Hundreds of joyful Copts celebrate end of fast and Assumption of Virgin Mary feast in Upper Egypt's Assiut,2018-08-22,hundreds of joyful copts celebrate end of fast and assumption of virgin mary feast in upper egypt is assiut,hundred joyful copt celebrate end fast assumption,"['hundred', 'joyful', 'copt', 'celebrate', 'end', 'fast', 'assumption']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
9218,Death toll among Egyptian pilgrims on hajj reaches 33: Health ministry,2018-08-22,death toll among egyptian pilgrims on hajj reaches 33 health ministry,death toll egyptian pilgrim hajj reach health ministry,"['death', 'toll', 'egyptian', 'pilgrim', 'hajj', 'reach', 'health', 'ministry']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9219,Egyptians celebrate Eid Al-Adha with prayers and sacrifices ,2018-08-21,egyptians celebrate eid al adha with prayers and sacrifices ,celebrate prayer sacrifice,"['celebrate', 'prayer', 'sacrifice']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
9220,"2,376 prisoners including hundreds of debt defaulters released by presidential pardon on Eid's first day ",2018-08-21,2 376 prisoners including hundreds of debt defaulters released by presidential pardon on eid is first day ,prisoner include hundred debt defaulter release presidential pardon first day,"['prisoner', 'include', 'hundred', 'debt', 'defaulter', 'release', 'presidential', 'pardon', 'first', 'day']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9221,Egypt's Sisi performs Eid Al-Adha prayers in Alexandria,2018-08-21,egypt is sisi performs eid al adha prayers in alexandria,sisi perform prayer,"['sisi', 'perform', 'prayer']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9222,Car crash leaves five members of same family dead in Upper Egypt ,2018-08-21,car crash leaves five members of same family dead in upper egypt ,car crash leave member same family dead upper,"['car', 'crash', 'leave', 'member', 'same', 'family', 'dead', 'upper']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9223,EgyptAir to increase flights to Egyptian holiday destinations in celebration of Eid Al-Adha,2018-08-20,egyptair to increase flights to egyptian holiday destinations in celebration of eid al adha,egyptair increase flight egyptian holiday destination celebration,"['egyptair', 'increase', 'flight', 'egyptian', 'holiday', 'destination', 'celebration']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
