,Date,Open,High,Low,Close,Adj Close,Type
29,2016-04-01,8.8583,8.8669,8.8492,8.858,8.858,USD
30,2016-04-04,8.857,8.8675,8.7582,8.8609,8.8609,USD
31,2016-04-05,8.8571,8.865,8.8454,8.8589,8.8589,USD
32,2016-04-06,8.8615,8.8662,8.8382,8.8608,8.8608,USD
33,2016-04-07,8.8587,8.8669,8.8488,8.8544,8.8544,USD
34,2016-04-08,8.8634,8.8656,8.8496,8.8591,8.8591,USD
35,2016-04-11,8.8531,8.8672,8.7512,8.8554,8.8554,USD
36,2016-04-12,8.8599,8.8694,8.8489,8.8583,8.8583,USD
37,2016-04-13,8.8583,8.866,8.85,8.8576,8.8576,USD
38,2016-04-14,8.8553,8.8656,8.7574,8.8557,8.8557,USD
39,2016-04-15,8.8568,8.8667,8.8494,8.8557,8.8557,USD
40,2016-04-18,8.8502,8.8667,8.7575,8.8518,8.8518,USD
41,2016-04-19,8.8587,8.8665,8.8489,8.8578,8.8578,USD
42,2016-04-20,8.8562,8.8698,8.7557,8.855,8.855,USD
43,2016-04-21,8.8541,8.8704,8.8363,8.8552,8.8552,USD
44,2016-04-22,8.8574,8.8656,8.8482,8.857,8.857,USD
45,2016-04-25,8.8547,8.8652,8.8413,8.8547,8.8547,USD
46,2016-04-26,8.8582,8.8661,8.7554,8.8574,8.8574,USD
47,2016-04-27,8.8586,8.8671,8.849,8.8602,8.8602,USD
48,2016-04-28,8.8543,8.8669,8.8499,8.8545,8.8545,USD
49,2016-04-29,8.855,8.8659,8.8494,8.8566,8.8566,USD
50,2016-05-02,8.8539,8.8669,8.6828,8.8531,8.8531,USD
51,2016-05-03,8.86,8.8663,8.8498,8.8568,8.8568,USD
52,2016-05-04,8.8571,8.8668,8.7617,8.8562,8.8562,USD
53,2016-05-05,8.8574,8.8648,8.8485,8.8596,8.8596,USD
54,2016-05-06,8.8611,8.8672,8.8482,8.8579,8.8579,USD
55,2016-05-09,8.8709,8.8741,8.7579,8.8709,8.8709,USD
56,2016-05-10,8.8595,8.865,8.7477,8.8576,8.8576,USD
57,2016-05-11,8.86,8.8651,8.8498,8.8558,8.8558,USD
58,2016-05-12,8.8574,8.8664,8.8501,8.8574,8.8574,USD
59,2016-05-13,8.86,8.8647,8.8508,8.8567,8.8567,USD
60,2016-05-16,8.8504,8.8646,8.7533,8.8508,8.8508,USD
61,2016-05-17,8.8578,8.8654,8.849,8.8585,8.8585,USD
62,2016-05-18,8.8577,8.8656,8.85,8.8577,8.8577,USD
63,2016-05-19,8.8548,8.8666,8.8486,8.8556,8.8556,USD
64,2016-05-20,8.8582,8.8713,8.7491,8.8555,8.8555,USD
65,2016-05-23,8.8601,8.8661,8.84,8.8585,8.8585,USD
66,2016-05-24,8.8556,8.8655,8.8496,8.8557,8.8557,USD
67,2016-05-25,8.8578,8.8643,8.8476,8.8562,8.8562,USD
68,2016-05-26,8.8549,8.8669,8.8493,8.8533,8.8533,USD
69,2016-05-27,8.8563,8.8663,8.849,8.8567,8.8567,USD
70,2016-05-30,8.8666,8.8741,8.7466,8.8654,8.8654,USD
71,2016-05-31,8.8574,8.8651,8.8503,8.8546,8.8546,USD
72,2016-06-01,8.8562,8.8695,8.8492,8.8557,8.8557,USD
73,2016-06-02,8.86,8.8653,8.8504,8.8557,8.8557,USD
74,2016-06-03,8.857,8.8672,8.8444,8.8566,8.8566,USD
75,2016-06-06,8.8769,8.8862,8.8494,8.8778,8.8778,USD
76,2016-06-07,8.8533,8.866,8.8475,8.8529,8.8529,USD
77,2016-06-08,8.8576,8.8636,8.8495,8.8584,8.8584,USD
78,2016-06-09,8.8578,8.8658,8.8487,8.8563,8.8563,USD
79,2016-06-10,8.8603,8.8671,8.8476,8.8571,8.8571,USD
80,2016-06-13,8.8683,8.8727,8.8483,8.8687,8.8687,USD
81,2016-06-14,8.8608,8.8659,8.8,8.8608,8.8608,USD
82,2016-06-15,8.8561,8.8665,8.8491,8.8567,8.8567,USD
83,2016-06-16,8.8577,8.8666,8.8466,8.8581,8.8581,USD
84,2016-06-17,8.8579,8.8658,8.8486,8.8536,8.8536,USD
85,2016-06-20,8.6784,8.8652,8.654,8.6843,8.6843,USD
86,2016-06-21,8.86,8.8659,8.8491,8.8554,8.8554,USD
87,2016-06-22,8.8574,8.867,8.849,8.8574,8.8574,USD
88,2016-06-23,8.8601,8.8661,8.8416,8.8606,8.8606,USD
89,2016-06-24,8.8594,8.8739,8.8261,8.8583,8.8583,USD
90,2016-06-27,8.7536,8.9647,8.7512,8.7591,8.7591,USD
91,2016-06-28,8.8582,8.8669,8.7587,8.8582,8.8582,USD
92,2016-06-29,8.7569,8.8671,8.7501,8.7571,8.7571,USD
93,2016-06-30,8.8599,8.8662,8.8474,8.8575,8.8575,USD
94,2016-07-01,8.86,8.8654,8.7371,8.8623,8.8623,USD
95,2016-07-04,8.7416,8.8667,8.7376,8.7415,8.7415,USD
96,2016-07-05,8.8568,8.8668,8.8484,8.8573,8.8573,USD
97,2016-07-06,8.854,8.8661,8.8476,8.8552,8.8552,USD
98,2016-07-07,8.8537,8.8667,8.8483,8.8545,8.8545,USD
99,2016-07-08,8.8576,8.8665,8.8461,8.8556,8.8556,USD
100,2016-07-11,8.8653,8.87,8.7514,8.8657,8.8657,USD
101,2016-07-12,8.8576,8.8694,8.7465,8.8577,8.8577,USD
102,2016-07-13,8.8599,8.87,8.849,8.8615,8.8615,USD
103,2016-07-14,8.8569,8.8658,8.8494,8.8579,8.8579,USD
104,2016-07-15,8.8565,8.8676,8.84,8.8585,8.8585,USD
105,2016-07-18,8.8392,8.8678,8.7544,8.8426,8.8426,USD
106,2016-07-19,8.8568,8.8649,8.8505,8.8564,8.8564,USD
107,2016-07-20,8.8575,8.8653,8.83,8.8579,8.8579,USD
108,2016-07-21,8.8593,8.8667,8.7476,8.8574,8.8574,USD
109,2016-07-22,8.8559,8.8655,8.83,8.8565,8.8565,USD
110,2016-07-25,8.8594,8.8725,8.84,8.8589,8.8589,USD
111,2016-07-26,8.8593,8.8675,8.84,8.8588,8.8588,USD
112,2016-07-27,8.8546,8.864,8.7576,8.8546,8.8546,USD
113,2016-07-28,8.8603,8.8654,8.84,8.8542,8.8542,USD
114,2016-07-29,8.859,8.8659,8.83,8.8584,8.8584,USD
115,2016-08-01,8.8661,8.8663,8.6913,8.8661,8.8661,USD
116,2016-08-02,8.86,8.8667,8.83,8.8562,8.8562,USD
117,2016-08-03,8.8584,8.8652,8.756,8.8575,8.8575,USD
118,2016-08-04,8.8569,8.8657,8.83,8.8559,8.8559,USD
119,2016-08-05,8.8542,8.866,8.8483,8.8543,8.8543,USD
120,2016-08-08,8.8555,8.8656,8.7589,8.8541,8.8541,USD
121,2016-08-09,8.857,8.8648,8.8488,8.8586,8.8586,USD
122,2016-08-10,8.8552,8.8648,8.84,8.8573,8.8573,USD
123,2016-08-11,8.8588,8.864,8.7504,8.8596,8.8596,USD
124,2016-08-12,8.856,8.8668,8.84,8.8559,8.8559,USD
125,2016-08-15,8.8771,8.8859,8.7532,8.8782,8.8782,USD
126,2016-08-16,8.8756,8.8889,8.84,8.8754,8.8754,USD
127,2016-08-17,8.8777,8.8843,8.85,8.8777,8.8777,USD
128,2016-08-18,8.88,8.8933,8.85,8.8763,8.8763,USD
129,2016-08-19,8.8764,8.8846,8.8504,8.8548,8.8548,USD
130,2016-08-22,8.8984,8.9161,8.7546,8.8981,8.8981,USD
131,2016-08-23,8.8759,8.8846,8.85,8.8768,8.8768,USD
132,2016-08-24,8.8777,8.8846,8.8523,8.8778,8.8778,USD
133,2016-08-25,8.8785,8.8832,8.7595,8.878,8.878,USD
134,2016-08-26,8.8576,8.8918,8.8461,8.8576,8.8576,USD
135,2016-08-29,8.8187,8.885,8.7546,8.8202,8.8202,USD
136,2016-08-30,8.8775,8.8857,8.7533,8.8758,8.8758,USD
137,2016-08-31,8.8765,8.8845,8.7532,8.8769,8.8769,USD
138,2016-09-01,8.8774,8.8891,8.8506,8.8766,8.8766,USD
139,2016-09-02,8.8738,8.8846,8.8529,8.8737,8.8737,USD
140,2016-09-05,8.8777,8.8859,8.842,8.857,8.857,USD
141,2016-09-06,8.876,8.8857,8.7559,8.8752,8.8752,USD
142,2016-09-07,8.8822,8.8854,8.7561,8.8769,8.8769,USD
143,2016-09-08,8.8782,8.8863,8.85,8.8771,8.8771,USD
144,2016-09-09,8.878,8.8839,8.8505,8.8775,8.8775,USD
145,2016-09-12,8.896,8.8977,8.7557,8.8948,8.8948,USD
146,2016-09-13,8.8787,8.8877,8.8508,8.8762,8.8762,USD
147,2016-09-14,8.8749,8.8858,8.7528,8.8748,8.8748,USD
148,2016-09-15,8.8783,8.8845,8.8489,8.8772,8.8772,USD
149,2016-09-16,8.8542,8.8858,8.8542,8.8542,8.8542,USD
150,2016-09-19,8.8765,8.9186,8.7869,8.8765,8.8765,USD
151,2016-09-20,8.8785,8.8839,8.8536,8.8763,8.8763,USD
152,2016-09-21,8.8775,8.8855,8.8509,8.8754,8.8754,USD
153,2016-09-22,8.8774,8.8863,8.8515,8.8794,8.8794,USD
154,2016-09-23,8.8784,8.8852,8.8533,8.877,8.877,USD
155,2016-09-26,8.7342,8.8851,8.7311,8.7351,8.7351,USD
156,2016-09-27,8.8757,8.8858,8.8522,8.8765,8.8765,USD
157,2016-09-28,8.8774,8.8855,8.8502,8.8779,8.8779,USD
158,2016-09-29,8.8771,8.8836,8.8539,8.8768,8.8768,USD
159,2016-09-30,8.8765,8.8849,8.8525,8.8573,8.8573,USD
160,2016-10-03,8.8775,8.889,8.6908,8.8832,8.8832,USD
161,2016-10-04,8.86,8.8775,8.8443,8.8612,8.8612,USD
162,2016-10-05,8.86,8.8775,8.8494,8.8575,8.8575,USD
163,2016-10-06,8.86,8.8849,8.8498,8.8608,8.8608,USD
164,2016-10-07,8.8775,8.8867,8.8514,8.876,8.876,USD
165,2016-10-10,8.8788,8.8882,8.8538,8.8596,8.8596,USD
166,2016-10-11,8.8783,8.8862,8.8514,8.8791,8.8791,USD
167,2016-10-12,8.8793,8.886,8.85,8.8771,8.8771,USD
168,2016-10-13,8.8775,8.8863,8.8506,8.8782,8.8782,USD
169,2016-10-14,8.8775,8.8862,8.8531,8.8826,8.8826,USD
170,2016-10-17,8.7801,8.8998,8.7616,8.7793,8.7793,USD
171,2016-10-18,8.8775,8.8851,8.8491,8.8728,8.8728,USD
172,2016-10-19,8.8775,8.8872,8.851,8.8797,8.8797,USD
173,2016-10-20,8.8775,8.8858,8.85,8.8745,8.8745,USD
174,2016-10-21,8.8775,8.8864,8.8505,8.8756,8.8756,USD
175,2016-10-24,8.8775,8.8943,8.7513,8.8776,8.8776,USD
176,2016-10-25,8.8775,8.884,8.8509,8.8793,8.8793,USD
177,2016-10-26,8.8775,8.8864,8.8491,8.8768,8.8768,USD
178,2016-10-27,8.8775,8.8868,8.8518,8.8769,8.8769,USD
179,2016-10-28,8.8775,8.8849,8.8511,8.8572,8.8572,USD
180,2016-10-31,8.8795,8.8972,8.8536,8.8783,8.8783,USD
181,2016-11-01,8.8765,8.8845,8.8489,8.8752,8.8752,USD
182,2016-11-02,8.8761,8.8842,8.8516,8.8775,8.8775,USD
183,2016-11-03,8.8759,14.1525,8.8489,8.8782,8.8782,USD
184,2016-11-04,15.241,15.745,15.221,15.243,15.243,USD
185,2016-11-07,15.3815,16.886499,15.232,15.3795,15.3795,USD
186,2016-11-08,16.726999,18.004998999999998,16.704,16.861,16.861,USD
187,2016-11-09,17.973,18.029498999999998,16.995001000000002,18.0035,18.0035,USD
188,2016-11-10,17.018499,17.381001,16.355,17.018998999999997,17.018998999999997,USD
189,2016-11-11,16.8465,16.858,16.188,16.855,16.855,USD
190,2016-11-14,16.351999,16.624001,15.268,16.352501,16.352501,USD
191,2016-11-15,15.4715,15.772,15.17,15.478,15.478,USD
192,2016-11-16,15.424,15.8516,15.3489,15.42,15.42,USD
193,2016-11-17,15.7155,16.030001000000002,15.4449,15.7175,15.7175,USD
194,2016-11-18,16.0385,16.157,15.4555,16.0415,16.0415,USD
195,2016-11-21,16.23,17.754998999999998,15.634,16.232,16.232,USD
196,2016-11-22,17.3685,17.67,17.313999,17.375999,17.375999,USD
197,2016-11-23,17.620501,17.754998999999998,17.327499,17.622498999999998,17.622498999999998,USD
198,2016-11-24,17.445999,17.77,17.393,17.446501,17.446501,USD
199,2016-11-25,17.594,17.681,17.424999,17.594,17.594,USD
200,2016-11-28,17.637501,17.857,17.295,17.637501,17.637501,USD
201,2016-11-29,17.717501000000002,18.132,17.615499,17.7155,17.7155,USD
202,2016-11-30,17.9725,18.105,17.719998999999998,17.974501,17.974501,USD
203,2016-12-01,17.834,18.257,17.6395,17.8325,17.8325,USD
204,2016-12-02,17.832001,17.998501,17.6395,17.8255,17.8255,USD
205,2016-12-05,17.993,18.122999,17.5965,18.09,18.09,USD
206,2016-12-06,17.92,18.101,17.5179,17.92,17.92,USD
207,2016-12-07,17.8965,18.18,17.792,17.8965,17.8965,USD
208,2016-12-08,18.101,18.280001000000002,17.892,18.0875,18.0875,USD
209,2016-12-09,18.0895,18.2838,17.945,18.0905,18.0905,USD
210,2016-12-12,18.079,18.399,18.0198,18.077499,18.077499,USD
211,2016-12-13,18.177,18.579901,18.055201,18.1705,18.1705,USD
212,2016-12-14,18.403,18.914,18.217501000000002,18.403,18.403,USD
213,2016-12-15,18.48,18.802,18.200001,18.4755,18.4755,USD
214,2016-12-16,18.396998999999997,18.695999,18.238501,18.402,18.402,USD
215,2016-12-19,18.252001,19.312,18.216998999999998,18.254998999999998,18.254998999999998,USD
216,2016-12-20,19.194,19.68,19.000999,19.191,19.191,USD
217,2016-12-21,19.608999,19.655001000000002,18.865,19.603001000000003,19.603001000000003,USD
218,2016-12-22,18.992001000000002,19.629998999999998,18.601,18.993,18.993,USD
219,2016-12-23,18.973,19.125999,18.712,18.974001,18.974001,USD
220,2016-12-26,18.905001000000002,18.926001,18.875,18.898001,18.898001,USD
221,2016-12-27,18.899,19.504,18.662001,18.898001,18.898001,USD
222,2016-12-28,19.0385,19.440001000000002,18.612,19.044001,19.044001,USD
223,2016-12-29,18.778,19.18,17.9175,18.771,18.771,USD
224,2016-12-30,18.098,18.482,18.087,18.1035,18.1035,USD
225,2017-01-02,18.094,18.853001000000003,17.862,18.094,18.094,USD
226,2017-01-03,18.069,18.733999,17.9,18.069,18.069,USD
227,2017-01-04,18.198,18.622999,17.938999,18.195,18.195,USD
228,2017-01-05,18.195498999999998,19.007998999999998,17.9445,18.195999,18.195999,USD
229,2017-01-06,18.052,18.207001,17.9,18.0455,18.0455,USD
230,2017-01-09,17.9575,18.707001,17.931998999999998,17.957001,17.957001,USD
231,2017-01-10,18.349501,18.957001,18.1455,18.3435,18.3435,USD
232,2017-01-11,18.688,19.006001,18.518998999999997,18.689501,18.689501,USD
233,2017-01-12,18.668501000000003,19.129,18.5035,18.67,18.67,USD
234,2017-01-13,18.8915,18.909,18.588499,18.893499,18.893499,USD
235,2017-01-16,18.918501000000003,19.070498999999998,18.481001000000003,18.9175,18.9175,USD
236,2017-01-17,18.902,19.115,18.615,18.8985,18.8985,USD
237,2017-01-18,18.667999,19.099001,18.594,18.668501000000003,18.668501000000003,USD
238,2017-01-19,18.8715,19.101999,18.613501,18.876499,18.876499,USD
239,2017-01-20,18.872,18.885,18.6175,18.865499,18.865499,USD
240,2017-01-23,18.632,19.0175,18.572001,18.74,18.74,USD
241,2017-01-24,18.966998999999998,19.004998999999998,18.672001,18.974001,18.974001,USD
242,2017-01-25,18.9505,18.962,18.799999,18.946501,18.946501,USD
243,2017-01-26,18.865499,19.004998999999998,18.6775,18.8675,18.8675,USD
244,2017-01-27,18.686501,18.82,18.594998999999998,18.6875,18.6875,USD
245,2017-01-30,18.660999,19.004998999999998,18.620501,18.669001,18.669001,USD
246,2017-01-31,18.872,19.004998999999998,18.688999,18.8675,18.8675,USD
247,2017-02-01,18.703501,19.003,18.594998999999998,18.697001,18.697001,USD
248,2017-02-02,18.808001,18.926001,18.348,18.811001,18.811001,USD
249,2017-02-03,18.342501000000002,18.721001,18.329,18.3445,18.3445,USD
250,2017-02-06,18.421,18.761,18.315701,18.531,18.531,USD
251,2017-02-07,18.4245,18.483,18.1933,18.431,18.431,USD
252,2017-02-08,18.285999,18.471001,17.9627,18.279498999999998,18.279498999999998,USD
253,2017-02-09,17.969998999999998,18.17,17.6157,17.9725,17.9725,USD
254,2017-02-10,17.623501,17.892,17.599001,17.619498999999998,17.619498999999998,USD
255,2017-02-13,17.735001,17.917,16.82,17.736,17.736,USD
256,2017-02-14,16.9655,17.128,16.413,16.966499,16.966499,USD
257,2017-02-15,16.4685,16.6203,16.313999,16.4695,16.4695,USD
258,2017-02-16,16.468,16.57,15.9177,16.466499,16.466499,USD
259,2017-02-17,16.011499,16.504,15.9625,16.017,16.017,USD
260,2017-02-20,15.9495,16.444,15.67,15.9445,15.9445,USD
261,2017-02-21,15.778,15.87,15.69,15.776,15.776,USD
262,2017-02-22,15.7165,15.86,15.694,15.7175,15.7175,USD
263,2017-02-23,15.767,15.93,15.6887,15.766,15.766,USD
264,2017-02-24,15.9185,15.932,15.706,15.926,15.926,USD
265,2017-02-27,15.794,15.97,15.6905,15.753,15.753,USD
266,2017-02-28,15.9715,15.98,15.607,15.9705,15.9705,USD
267,2017-03-01,15.7717,16.199499,15.6925,15.7703,15.7703,USD
268,2017-03-02,16.177999,16.434,16.015499,16.173,16.173,USD
269,2017-03-03,16.165001,16.181,16.111,16.164,16.164,USD
270,2017-03-06,16.125999,16.924999,15.908,16.119498999999998,16.119498999999998,USD
271,2017-03-07,16.816999,17.58,16.717699,16.819799,16.819799,USD
272,2017-03-08,17.476999,17.878,17.369699,17.470501000000002,17.470501000000002,USD
273,2017-03-09,17.6735,17.959999,17.51,17.6675,17.6675,USD
274,2017-03-10,17.5175,17.677,17.4,17.5175,17.5175,USD
275,2017-03-13,17.489,18.021998999999997,17.243999,17.4865,17.4865,USD
276,2017-03-14,17.686001,18.129998999999998,17.610001,17.686001,17.686001,USD
277,2017-03-15,18.025999,18.302,17.879998999999998,18.019501,18.019501,USD
278,2017-03-16,18.0695,18.292,18.0,18.069,18.069,USD
279,2017-03-17,18.127501000000002,18.139,18.0,18.125,18.125,USD
280,2017-03-20,18.023001,18.296,17.961,18.0235,18.0235,USD
281,2017-03-21,18.175501,18.283001000000002,18.007998999999998,18.174999,18.174999,USD
282,2017-03-22,18.117001000000002,18.295,18.017,18.121,18.121,USD
283,2017-03-23,17.973,18.284,17.962,17.9685,17.9685,USD
284,2017-03-24,18.0905,18.129998999999998,18.0,18.09,18.09,USD
285,2017-03-27,17.944,18.267,17.912001,17.950001,17.950001,USD
286,2017-03-28,18.205,18.231001000000003,18.018,18.203699,18.203699,USD
287,2017-03-29,18.215,18.236,18.0147,18.212,18.212,USD
288,2017-03-30,18.209999,18.235001,18.0175,18.207001,18.207001,USD
289,2017-03-31,18.209999,18.222,18.014298999999998,18.210501,18.210501,USD
290,2017-04-03,18.030001000000002,18.221001,17.965,17.994498999999998,17.994498999999998,USD
291,2017-04-04,18.098499,18.15,17.9657,18.0965,18.0965,USD
292,2017-04-05,18.0375,18.089899,17.931,18.040001,18.040001,USD
293,2017-04-06,17.969998999999998,18.124001,17.853001000000003,17.969,17.969,USD
294,2017-04-07,18.02,18.059998999999998,17.960501,18.0205,18.0205,USD
295,2017-04-10,17.969998999999998,18.121,17.965,17.992001000000002,17.992001000000002,USD
296,2017-04-11,17.969998999999998,18.107,17.962,17.978001000000003,17.978001000000003,USD
297,2017-04-12,18.02,18.145,17.9683,18.0175,18.0175,USD
298,2017-04-13,18.120501,18.153,17.966299,18.125999,18.125999,USD
299,2017-04-14,18.1355,18.155001000000002,18.0,18.141001,18.141001,USD
300,2017-04-17,18.139999,18.152,18.0445,18.1455,18.1455,USD
301,2017-04-18,18.0865,18.155001000000002,17.966299,18.0865,18.0865,USD
302,2017-04-19,18.125,18.149,17.964001,18.126499,18.126499,USD
303,2017-04-20,18.129998999999998,18.174999,17.9667,18.135,18.135,USD
304,2017-04-21,18.07,18.083,18.0585,18.0695,18.0695,USD
305,2017-04-24,17.822001,18.174999,17.818001000000002,17.83,17.83,USD
306,2017-04-25,18.16,18.164,17.962999,18.15,18.15,USD
307,2017-04-26,17.969998999999998,18.158001000000002,17.955999,17.965,17.965,USD
308,2017-04-27,17.969998999999998,18.115,17.9615,17.9695,17.9695,USD
309,2017-04-28,18.02,18.049999,17.923,18.02,18.02,USD
310,2017-05-01,18.02,18.1085,17.962999,18.005501000000002,18.005501000000002,USD
311,2017-05-02,18.091,18.1175,17.970501000000002,18.099001,18.099001,USD
312,2017-05-03,18.08,18.141001,17.969998999999998,18.08,18.08,USD
313,2017-05-04,18.093,18.129998999999998,17.9653,18.084,18.084,USD
314,2017-05-05,18.094998999999998,18.111,18.085501,18.094998999999998,18.094998999999998,USD
315,2017-05-08,18.059998999999998,18.115999,17.971001,18.115,18.115,USD
316,2017-05-09,18.084999,18.125,17.968,18.084498999999997,18.084498999999997,USD
317,2017-05-10,18.07,18.120001000000002,17.943001000000002,18.07,18.07,USD
318,2017-05-11,18.08,18.127001,17.9667,18.08,18.08,USD
319,2017-05-12,18.02,18.09,17.915001,18.028,18.028,USD
320,2017-05-15,18.019899,18.112499,17.962,18.038,18.038,USD
321,2017-05-16,18.084999,18.117001000000002,17.962999,18.087999,18.087999,USD
322,2017-05-17,18.084999,18.120001000000002,17.967699,18.091998999999998,18.091998999999998,USD
323,2017-05-18,18.07,18.120001000000002,17.967501000000002,18.0695,18.0695,USD
324,2017-05-19,18.07,18.083,18.013,18.079,18.079,USD
325,2017-05-22,18.02,18.0917,17.9673,18.0285,18.0285,USD
326,2017-05-23,18.048,18.0875,17.966499,18.044001,18.044001,USD
327,2017-05-24,18.0245,18.1,17.9653,18.033001000000002,18.033001000000002,USD
328,2017-05-25,18.084999,18.1,17.962999,18.087,18.087,USD
329,2017-05-26,18.065001000000002,18.080999,18.056499,18.063499,18.063499,USD
330,2017-05-29,18.065001000000002,18.113001,17.9653,18.0805,18.0805,USD
331,2017-05-30,18.084999,18.110001,17.962999,18.085501,18.085501,USD
332,2017-05-31,17.969998999999998,18.131001,17.9615,17.972,17.972,USD
333,2017-06-01,18.077,18.115,17.959498999999997,18.0755,18.0755,USD
334,2017-06-02,17.9765,18.07,17.960501,17.972601,17.972601,USD
335,2017-06-05,17.969998999999998,18.1175,17.771998999999997,17.973499,17.973499,USD
336,2017-06-06,18.094998999999998,18.121,17.970699,18.094,18.094,USD
337,2017-06-07,18.094998999999998,18.118999,17.968,18.0965,18.0965,USD
338,2017-06-08,18.1,18.127501000000002,17.9443,18.1035,18.1035,USD
339,2017-06-09,18.1,18.115,18.002001,18.098499,18.098499,USD
340,2017-06-12,18.092501000000002,18.1175,17.954,18.104,18.104,USD
341,2017-06-13,18.07,18.1325,17.965,18.08,18.08,USD
342,2017-06-14,18.105,18.132,17.9653,18.105499,18.105499,USD
343,2017-06-15,17.969998999999998,18.145,17.960501,17.976999,17.976999,USD
344,2017-06-16,18.115,18.131001,18.105499,18.125,18.125,USD
345,2017-06-19,18.115,18.15,17.9625,18.099501,18.099501,USD
346,2017-06-20,17.970501000000002,18.140499,17.962,17.970501000000002,17.970501000000002,USD
347,2017-06-21,18.113501,18.15,17.966998999999998,18.121,18.121,USD
348,2017-06-22,18.1115,18.129998999999998,17.9685,18.1115,18.1115,USD
349,2017-06-23,18.112,18.125999,18.049999,18.118999,18.118999,USD
350,2017-06-26,18.112,18.129,18.014,18.105499,18.105499,USD
351,2017-06-27,18.112,18.128,18.07,18.118,18.118,USD
352,2017-06-28,18.114,18.150999,17.944,18.113001,18.113001,USD
353,2017-06-29,18.089001,18.105,18.08,18.098,18.098,USD
354,2017-06-30,18.09,18.104,17.986,18.098,18.098,USD
355,2017-07-03,18.09,18.138,17.844299,18.0945,18.0945,USD
356,2017-07-04,17.93,17.99,17.77,17.92,17.92,USD
357,2017-07-05,17.82,17.969998999999998,17.757998999999998,17.816999,17.816999,USD
358,2017-07-06,17.85,17.98,17.74,17.8505,17.8505,USD
359,2017-07-07,17.85,17.870001000000002,17.830999,17.841998999999998,17.841998999999998,USD
360,2017-07-10,17.844998999999998,17.92,17.767,17.839001,17.839001,USD
361,2017-07-11,,,,,,USD
362,2017-07-12,17.870001000000002,17.934,17.818001000000002,17.8713,17.8713,USD
363,2017-07-13,17.924999,17.975,17.816,17.915501000000003,17.915501000000003,USD
364,2017-07-14,17.934998999999998,17.950001,17.830999,17.934,17.934,USD
365,2017-07-17,17.928499,18.132998999999998,17.8053,17.928499,17.928499,USD
366,2017-07-18,17.9095,17.952999,17.827999,17.917999,17.917999,USD
367,2017-07-19,17.929001,17.945,17.83,17.9205,17.9205,USD
368,2017-07-20,17.92,17.950001,17.809998999999998,17.910999,17.910999,USD
369,2017-07-21,17.84,17.92,17.8255,17.8405,17.8405,USD
370,2017-07-24,17.844998999999998,17.93,17.811501,17.806499,17.806499,USD
371,2017-07-25,17.855,17.934998999999998,17.8165,17.862,17.862,USD
372,2017-07-26,17.889999,17.931,17.816999,17.888,17.888,USD
373,2017-07-27,17.884501,17.924999,17.795,17.886499,17.886499,USD
374,2017-07-28,17.860001,17.868,17.837,17.849501,17.849501,USD
375,2017-07-31,17.85,17.9205,17.818001000000002,17.864,17.864,USD
376,2017-08-01,17.870001000000002,17.919701,17.785,17.869699,17.869699,USD
377,2017-08-02,17.82,17.91,17.709999,17.812,17.812,USD
378,2017-08-03,17.82,17.899,17.7293,17.818501,17.818501,USD
