id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
3185,HEDK,small_airport,"Dakhla Airport",25.41160011291504,29.00309944152832,613,AF,EG,EG-WAD,,0,HEDK,DAK,,,,,50,2008-06-13T14:30:04+00:00
3190,HEKG,small_airport,"El Kharga Airport",25.473600387573242,30.590700149536133,192,AF,EG,EG-WAD,,0,HEKG,UVL,,,,,50,2008-06-13T14:30:04+00:00
30660,EG-AUE,small_airport,"Abu Rudeis Airport",28.89900016784668,33.20249938964844,39,AS,EG,EG-JS,"Abu Rudeis",0,,AUE,,,,,50,2009-08-06T10:55:38+00:00
2355,HE12,small_airport,"Inshas Air Base",30.332373,31.448109,115,AF,EG,EG-SHR,Inshas,0,,,,,,,50,2016-02-10T22:22:30+00:00
2383,HE44,small_airport,"Al Ismailiyah Airport",30.598800659179688,32.23460006713867,39,AF,EG,EG-IS,Ismailia,0,,,,,,,50,2008-08-16T07:44:07+00:00
2374,HE34,small_airport,"Kibrit Airport",30.24690055847168,32.4922981262207,22,AF,EG,EG-SUZ,Kibrit,0,,,,,,,50,2008-08-16T07:47:36+00:00
2366,HE25,small_airport,"El Minya Airport",28.1012992859,30.730300903299998,121,AF,EG,EG-MN,Minya,0,HEMN,EMY,,,,HE25,50,2014-05-10T00:15:03+00:00
2380,HE40,small_airport,"Sidi Barrani Airport",31.466600418091,25.878000259399,320,AF,EG,EG-MT,"Sidi Barrani",0,,SQK,,,,HE40,50,2016-01-22T05:49:59+00:00
32285,HE24,small_airport,"Siwa Oasis North Airport",29.345500946044922,25.50670051574707,330,AF,EG,EG-MT,Siwa,0,HE24,SEW,,,,,50,2008-11-08T15:54:04+00:00
328135,EG-0005,large_airport,Cairo,0,0,,AF,EG,EG-C,,1,,,,,,,0,2018-05-31T13:10:08+00:00
300893,HEMK,medium_airport,"Sohag International Airport",26.342778,31.742778,310,AF,EG,EG-SHG,Sohag,1,HESG,HMB,,,http://en.wikipedia.org/wiki/Sohag_International_Airport,"Mubarak International Airport",0,2016-07-14T15:29:01+00:00
