,Date,Open,High,Low,Close,Adj Close,Type
0,2019-02-01,17.650499,17.666,17.555,17.652,17.652,USD
1,2019-02-04,17.6175,17.683001,17.609501,17.617001000000002,17.617001000000002,USD
2,2019-02-05,17.658001000000002,17.681,17.546,17.658001000000002,17.658001000000002,USD
3,2019-02-06,17.5655,17.629,17.544001,17.575001,17.575001,USD
4,2019-02-07,17.58,17.634001,17.545,17.58,17.58,USD
5,2019-02-08,17.573,17.584999,17.466998999999998,17.5725,17.5725,USD
6,2019-02-11,17.586,17.621,17.459999,17.587,17.587,USD
7,2019-02-12,17.576,17.628,17.540001,17.568001000000002,17.568001000000002,USD
8,2019-02-13,17.5725,17.628,17.51,17.580999,17.580999,USD
9,2019-02-14,17.551001,17.608999,17.414,17.549999,17.549999,USD
10,2019-02-15,17.511999,17.528,17.402,17.509001,17.509001,USD
11,2019-02-18,17.516001,17.610001,17.4615,17.5065,17.5065,USD
12,2019-02-19,17.517,17.639999,17.457001,17.507998999999998,17.507998999999998,USD
13,2019-02-20,17.514999,17.58,17.485001,17.504998999999998,17.504998999999998,USD
14,2019-02-21,17.528999,17.628,17.465,17.528999,17.528999,USD
15,2019-02-22,17.506001,17.530001000000002,17.502001,17.5065,17.5065,USD
16,2019-02-25,17.5075,17.577999,17.4,17.514,17.514,USD
17,2019-02-26,17.51,17.569,17.389,17.514999,17.514999,USD
18,2019-02-27,17.486,17.591998999999998,17.459,17.488001,17.488001,USD
19,2019-02-28,17.5,17.544001,17.422001,17.507998999999998,17.507998999999998,USD
20,2019-03-01,17.477301,17.495001000000002,17.372999,17.476999,17.476999,USD
21,2019-03-04,17.475,17.559998999999998,17.438999,17.482,17.482,USD
22,2019-03-05,17.490499,17.559,17.316999,17.49,17.49,USD
23,2019-03-06,17.4268,17.4998,17.395,17.43,17.43,USD
24,2019-03-07,17.4373,17.52,17.292,17.437,17.437,USD
25,2019-03-08,17.399,17.412001,17.378,17.387501,17.387501,USD
26,2019-03-11,17.406,17.4345,17.274,17.4035,17.4035,USD
27,2019-03-12,17.406,17.469998999999998,17.355,17.4065,17.4065,USD
28,2019-03-13,17.382,17.440001000000002,17.347,17.375,17.375,USD
29,2019-03-14,17.396998999999997,17.42,17.27,17.389,17.389,USD
30,2019-03-15,17.370501,17.385,17.268998999999997,17.377001,17.377001,USD
31,2019-03-18,17.392,17.392,17.188999,17.391001,17.391001,USD
32,2019-03-19,17.279498999999998,17.320999,17.209999,17.281,17.281,USD
33,2019-03-20,17.26,17.35,17.143,17.26,17.26,USD
34,2019-03-21,17.245001000000002,17.379,17.184998999999998,17.247,17.247,USD
35,2019-03-22,17.225,17.240999,17.205,17.225,17.225,USD
36,2019-03-25,17.127001,17.35,17.125999,17.2285,17.2285,USD
37,2019-03-26,17.280001000000002,17.313,17.219998999999998,17.271,17.271,USD
38,2019-03-27,17.285,17.329,17.24,17.2761,17.2761,USD
39,2019-03-28,17.291,17.322001,17.25,17.288,17.288,USD
40,2019-03-29,17.2985,17.313999,17.195999,17.2985,17.2985,USD
41,2019-04-01,17.306499,17.360001,17.242001000000002,17.303499,17.303499,USD
42,2019-04-02,17.306,17.323,17.239,17.307501000000002,17.307501000000002,USD
43,2019-04-03,17.2915,17.389,17.26,17.2915,17.2915,USD
44,2019-04-04,17.303499,17.329,17.243999,17.304001,17.304001,USD
45,2019-04-05,17.282498999999998,17.294001,17.27,17.282,17.282,USD
46,2019-04-08,17.304001,17.388,17.242001000000002,17.297001,17.297001,USD
47,2019-04-09,17.299,17.329,17.259501,17.306998999999998,17.306998999999998,USD
48,2019-04-10,17.308001,17.360001,17.24,17.3015,17.3015,USD
49,2019-04-11,17.2915,17.388,17.25,17.290001,17.290001,USD
50,2019-04-12,17.280001000000002,17.296,17.166,17.283001000000002,17.283001000000002,USD
51,2019-04-15,17.274,17.332001,17.25,17.2735,17.2735,USD
52,2019-04-16,17.315001000000002,17.33,17.237301000000002,17.323999,17.323999,USD
53,2019-04-17,17.2805,17.319,17.183001,17.280001000000002,17.280001000000002,USD
54,2019-04-18,17.225,17.257,17.110001,17.228001000000003,17.228001000000003,USD
55,2019-04-19,17.172501,17.181998999999998,17.153,17.18,17.18,USD
56,2019-04-22,17.159,17.177999,17.110001,17.1595,17.1595,USD
57,2019-04-23,17.137501,17.24,17.075001,17.136999,17.136999,USD
58,2019-04-24,17.142,17.181998999999998,17.096001,17.133301,17.133301,USD
59,2019-04-25,17.150499,17.166,17.049999,17.155001000000002,17.155001000000002,USD
60,2019-04-26,17.1513,17.162001,17.035999,17.151501,17.151501,USD
61,2019-04-29,17.136499,17.157,17.038,17.1355,17.1355,USD
62,2019-04-30,17.1465,17.280001000000002,17.098,17.1465,17.1465,USD
63,2019-05-01,17.141001,17.152,17.0875,17.1425,17.1425,USD
64,2019-05-02,17.173,17.219998999999998,17.1,17.165001,17.165001,USD
65,2019-05-03,17.1446,17.160999,17.134001,17.153999,17.153999,USD
66,2019-05-06,17.171499,17.186001,17.08,17.173,17.173,USD
67,2019-05-07,17.1185,17.218,17.017,17.1185,17.1185,USD
68,2019-05-08,17.120501,17.200001,17.08,17.121,17.121,USD
69,2019-05-09,17.1255,17.150999,17.038,17.1245,17.1245,USD
70,2019-05-10,17.0935,17.108,16.992001000000002,17.0945,17.0945,USD
71,2019-05-13,17.091499,17.1113,16.989,17.0895,17.0895,USD
72,2019-05-14,17.046499,17.0788,16.995001000000002,17.055,17.055,USD
73,2019-05-15,17.042999,17.115999,16.99,17.049,17.049,USD
74,2019-05-16,17.0485,17.068001000000002,16.978701,17.048,17.048,USD
75,2019-05-17,17.019501,17.033001000000002,16.914,17.022499,17.022499,USD
76,2019-05-20,17.004499,17.038,16.884001,17.0035,17.0035,USD
77,2019-05-21,16.9965,17.041,16.940001000000002,17.002001,17.002001,USD
78,2019-05-22,,,,,,USD
79,2019-05-23,16.908501,16.929001,16.712,16.914499,16.914499,USD
80,2019-05-24,16.843,16.854,16.731001000000003,16.834,16.834,USD
81,2019-05-27,16.829,16.865,16.745001000000002,16.824499,16.824499,USD
82,2019-05-28,16.8001,16.8347,16.733,16.806998999999998,16.806998999999998,USD
83,2019-05-29,16.815001000000002,16.830999,16.735001,16.815001000000002,16.815001000000002,USD
84,2019-05-30,16.790001,16.830999,16.705,16.7885,16.7885,USD
85,2019-05-31,16.75,16.764,16.648001,16.754998999999998,16.754998999999998,USD
86,2019-06-03,16.7145,16.781,16.68,16.721001,16.721001,USD
87,2019-06-04,16.733299,16.745001000000002,16.625999,16.731001000000003,16.731001000000003,USD
88,2019-06-05,16.731001000000003,16.763,16.622999,16.739,16.739,USD
89,2019-06-06,16.753799,16.764999,16.643998999999997,16.76,16.76,USD
90,2019-06-07,16.752001,16.764999,16.700001,16.747999,16.747999,USD
91,2019-06-10,16.747999,16.780001000000002,16.607,16.747,16.747,USD
92,2019-06-11,16.708,16.749001,16.665001,16.708599,16.708599,USD
93,2019-06-12,16.709999,16.749001,16.650999,16.738001,16.738001,USD
94,2019-06-13,16.6945,16.759001,16.671,16.6945,16.6945,USD
95,2019-06-14,16.7295,16.743999,16.634001,16.729,16.729,USD
96,2019-06-17,16.73,16.8055,16.646998999999997,16.728001000000003,16.728001000000003,USD
97,2019-06-18,16.7255,16.77,16.648001,16.726,16.726,USD
98,2019-06-19,16.737499,16.763,16.66,16.739,16.739,USD
99,2019-06-20,16.712999,16.728001000000003,16.615,16.712999,16.712999,USD
